NN;flatFileRowCounterr;nMaxx;tSeqDB;bTermDB;vertexDBVertex;vertexDegreeDB;vertexScalarDB;vertexDB;targetEvaluate
15;13;30;4096;15;1 -29 1 0 0;1;-29;1 -29 1 0 0;32768
15;14;30;8192;15;1 -29 1 0 0;1;-29;1 -29 1 0 0;32768
15;14;30;8192;15;1 1 2 0 0;2;1;1 1 2 0 0;32768
15;14;30;8192;15;0 870 0 0 0;0;870;0 870 0 0 0;32768
15;14;30;8192;15;1 -30 1 0 0;1;-30;1 -30 1 0 0;32768
16;-1;30;1;1;0 17 -1 0 0;-1;17;0 17 -1 0 0;65536
16;0;30;1;14;1 -14 1 0 0;1;-14;1 -14 1 0 0;65536
16;0;30;1;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;0;30;1;14;0 210 0 0 0;0;210;0 210 0 0 0;65536
16;0;30;1;14;1 -15 1 0 0;1;-15;1 -15 1 0 0;65536
16;1;30;1;14;1 -15 1 0 0;1;-15;1 -15 1 0 0;65536
16;1;30;1;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;1;30;1;14;0 240 0 0 0;0;240;0 240 0 0 0;65536
16;1;30;1;14;1 -16 1 0 0;1;-16;1 -16 1 0 0;65536
16;2;30;2;14;1 -16 1 0 0;1;-16;1 -16 1 0 0;65536
16;2;30;2;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;2;30;2;14;0 272 0 0 0;0;272;0 272 0 0 0;65536
16;2;30;2;14;1 -17 1 0 0;1;-17;1 -17 1 0 0;65536
16;3;30;4;14;1 -17 1 0 0;1;-17;1 -17 1 0 0;65536
16;3;30;4;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;3;30;4;14;0 306 0 0 0;0;306;0 306 0 0 0;65536
16;3;30;4;14;1 -18 1 0 0;1;-18;1 -18 1 0 0;65536
16;4;30;8;14;1 -18 1 0 0;1;-18;1 -18 1 0 0;65536
16;4;30;8;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;4;30;8;14;0 342 0 0 0;0;342;0 342 0 0 0;65536
16;4;30;8;14;1 -19 1 0 0;1;-19;1 -19 1 0 0;65536
16;5;30;16;14;1 -19 1 0 0;1;-19;1 -19 1 0 0;65536
16;5;30;16;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;5;30;16;14;0 380 0 0 0;0;380;0 380 0 0 0;65536
16;5;30;16;14;1 -20 1 0 0;1;-20;1 -20 1 0 0;65536
16;6;30;32;14;1 -20 1 0 0;1;-20;1 -20 1 0 0;65536
16;6;30;32;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;6;30;32;14;0 420 0 0 0;0;420;0 420 0 0 0;65536
16;6;30;32;14;1 -21 1 0 0;1;-21;1 -21 1 0 0;65536
16;7;30;64;14;1 -21 1 0 0;1;-21;1 -21 1 0 0;65536
16;7;30;64;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;7;30;64;14;0 462 0 0 0;0;462;0 462 0 0 0;65536
16;7;30;64;14;1 -22 1 0 0;1;-22;1 -22 1 0 0;65536
16;8;30;128;14;1 -22 1 0 0;1;-22;1 -22 1 0 0;65536
16;8;30;128;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;8;30;128;14;0 506 0 0 0;0;506;0 506 0 0 0;65536
16;8;30;128;14;1 -23 1 0 0;1;-23;1 -23 1 0 0;65536
16;9;30;256;14;1 -23 1 0 0;1;-23;1 -23 1 0 0;65536
16;9;30;256;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;9;30;256;14;0 552 0 0 0;0;552;0 552 0 0 0;65536
16;9;30;256;14;1 -24 1 0 0;1;-24;1 -24 1 0 0;65536
16;10;30;512;14;1 -24 1 0 0;1;-24;1 -24 1 0 0;65536
16;10;30;512;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;10;30;512;14;0 600 0 0 0;0;600;0 600 0 0 0;65536
16;10;30;512;14;1 -25 1 0 0;1;-25;1 -25 1 0 0;65536
16;11;30;1024;14;1 -25 1 0 0;1;-25;1 -25 1 0 0;65536
16;11;30;1024;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;11;30;1024;14;0 650 0 0 0;0;650;0 650 0 0 0;65536
16;11;30;1024;14;1 -26 1 0 0;1;-26;1 -26 1 0 0;65536
16;12;30;2048;14;1 -26 1 0 0;1;-26;1 -26 1 0 0;65536
16;12;30;2048;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;12;30;2048;14;0 702 0 0 0;0;702;0 702 0 0 0;65536
16;12;30;2048;14;1 -27 1 0 0;1;-27;1 -27 1 0 0;65536
16;13;30;4096;14;1 -27 1 0 0;1;-27;1 -27 1 0 0;65536
16;13;30;4096;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;13;30;4096;14;0 756 0 0 0;0;756;0 756 0 0 0;65536
16;13;30;4096;14;1 -28 1 0 0;1;-28;1 -28 1 0 0;65536
16;14;30;8192;14;1 -28 1 0 0;1;-28;1 -28 1 0 0;65536
16;14;30;8192;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;14;30;8192;14;0 812 0 0 0;0;812;0 812 0 0 0;65536
16;14;30;8192;14;1 -29 1 0 0;1;-29;1 -29 1 0 0;65536
16;15;30;16384;14;1 -29 1 0 0;1;-29;1 -29 1 0 0;65536
16;15;30;16384;14;1 1 2 0 0;2;1;1 1 2 0 0;65536
16;15;30;16384;14;0 870 0 0 0;0;870;0 870 0 0 0;65536
16;15;30;16384;14;1 -30 1 0 0;1;-30;1 -30 1 0 0;65536
17;-1;30;1;1;0 18 -1 0 0;-1;18;0 18 -1 0 0;131072
17;0;30;1;13;1 -13 1 0 0;1;-13;1 -13 1 0 0;131072
17;0;30;1;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;0;30;1;13;0 182 0 0 0;0;182;0 182 0 0 0;131072
17;0;30;1;13;1 -14 1 0 0;1;-14;1 -14 1 0 0;131072
17;1;30;1;13;1 -14 1 0 0;1;-14;1 -14 1 0 0;131072
17;1;30;1;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;1;30;1;13;0 210 0 0 0;0;210;0 210 0 0 0;131072
17;1;30;1;13;1 -15 1 0 0;1;-15;1 -15 1 0 0;131072
17;2;30;2;13;1 -15 1 0 0;1;-15;1 -15 1 0 0;131072
17;2;30;2;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;2;30;2;13;0 240 0 0 0;0;240;0 240 0 0 0;131072
17;2;30;2;13;1 -16 1 0 0;1;-16;1 -16 1 0 0;131072
17;3;30;4;13;1 -16 1 0 0;1;-16;1 -16 1 0 0;131072
17;3;30;4;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;3;30;4;13;0 272 0 0 0;0;272;0 272 0 0 0;131072
17;3;30;4;13;1 -17 1 0 0;1;-17;1 -17 1 0 0;131072
17;4;30;8;13;1 -17 1 0 0;1;-17;1 -17 1 0 0;131072
17;4;30;8;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;4;30;8;13;0 306 0 0 0;0;306;0 306 0 0 0;131072
17;4;30;8;13;1 -18 1 0 0;1;-18;1 -18 1 0 0;131072
17;5;30;16;13;1 -18 1 0 0;1;-18;1 -18 1 0 0;131072
17;5;30;16;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;5;30;16;13;0 342 0 0 0;0;342;0 342 0 0 0;131072
17;5;30;16;13;1 -19 1 0 0;1;-19;1 -19 1 0 0;131072
17;6;30;32;13;1 -19 1 0 0;1;-19;1 -19 1 0 0;131072
17;6;30;32;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;6;30;32;13;0 380 0 0 0;0;380;0 380 0 0 0;131072
17;6;30;32;13;1 -20 1 0 0;1;-20;1 -20 1 0 0;131072
17;7;30;64;13;1 -20 1 0 0;1;-20;1 -20 1 0 0;131072
17;7;30;64;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;7;30;64;13;0 420 0 0 0;0;420;0 420 0 0 0;131072
17;7;30;64;13;1 -21 1 0 0;1;-21;1 -21 1 0 0;131072
17;8;30;128;13;1 -21 1 0 0;1;-21;1 -21 1 0 0;131072
17;8;30;128;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;8;30;128;13;0 462 0 0 0;0;462;0 462 0 0 0;131072
17;8;30;128;13;1 -22 1 0 0;1;-22;1 -22 1 0 0;131072
17;9;30;256;13;1 -22 1 0 0;1;-22;1 -22 1 0 0;131072
17;9;30;256;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;9;30;256;13;0 506 0 0 0;0;506;0 506 0 0 0;131072
17;9;30;256;13;1 -23 1 0 0;1;-23;1 -23 1 0 0;131072
17;10;30;512;13;1 -23 1 0 0;1;-23;1 -23 1 0 0;131072
17;10;30;512;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;10;30;512;13;0 552 0 0 0;0;552;0 552 0 0 0;131072
17;10;30;512;13;1 -24 1 0 0;1;-24;1 -24 1 0 0;131072
17;11;30;1024;13;1 -24 1 0 0;1;-24;1 -24 1 0 0;131072
17;11;30;1024;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;11;30;1024;13;0 600 0 0 0;0;600;0 600 0 0 0;131072
17;11;30;1024;13;1 -25 1 0 0;1;-25;1 -25 1 0 0;131072
17;12;30;2048;13;1 -25 1 0 0;1;-25;1 -25 1 0 0;131072
17;12;30;2048;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;12;30;2048;13;0 650 0 0 0;0;650;0 650 0 0 0;131072
17;12;30;2048;13;1 -26 1 0 0;1;-26;1 -26 1 0 0;131072
17;13;30;4096;13;1 -26 1 0 0;1;-26;1 -26 1 0 0;131072
17;13;30;4096;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;13;30;4096;13;0 702 0 0 0;0;702;0 702 0 0 0;131072
17;13;30;4096;13;1 -27 1 0 0;1;-27;1 -27 1 0 0;131072
17;14;30;8192;13;1 -27 1 0 0;1;-27;1 -27 1 0 0;131072
17;14;30;8192;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;14;30;8192;13;0 756 0 0 0;0;756;0 756 0 0 0;131072
17;14;30;8192;13;1 -28 1 0 0;1;-28;1 -28 1 0 0;131072
17;15;30;16384;13;1 -28 1 0 0;1;-28;1 -28 1 0 0;131072
17;15;30;16384;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;15;30;16384;13;0 812 0 0 0;0;812;0 812 0 0 0;131072
17;15;30;16384;13;1 -29 1 0 0;1;-29;1 -29 1 0 0;131072
17;16;30;32768;13;1 -29 1 0 0;1;-29;1 -29 1 0 0;131072
17;16;30;32768;13;1 1 2 0 0;2;1;1 1 2 0 0;131072
17;16;30;32768;13;0 870 0 0 0;0;870;0 870 0 0 0;131072
17;16;30;32768;13;1 -30 1 0 0;1;-30;1 -30 1 0 0;131072
18;-1;30;1;1;0 19 -1 0 0;-1;19;0 19 -1 0 0;262144
18;0;30;1;12;1 -12 1 0 0;1;-12;1 -12 1 0 0;262144
18;0;30;1;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;0;30;1;12;0 156 0 0 0;0;156;0 156 0 0 0;262144
18;0;30;1;12;1 -13 1 0 0;1;-13;1 -13 1 0 0;262144
18;1;30;1;12;1 -13 1 0 0;1;-13;1 -13 1 0 0;262144
18;1;30;1;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;1;30;1;12;0 182 0 0 0;0;182;0 182 0 0 0;262144
18;1;30;1;12;1 -14 1 0 0;1;-14;1 -14 1 0 0;262144
18;2;30;2;12;1 -14 1 0 0;1;-14;1 -14 1 0 0;262144
18;2;30;2;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;2;30;2;12;0 210 0 0 0;0;210;0 210 0 0 0;262144
18;2;30;2;12;1 -15 1 0 0;1;-15;1 -15 1 0 0;262144
18;3;30;4;12;1 -15 1 0 0;1;-15;1 -15 1 0 0;262144
18;3;30;4;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;3;30;4;12;0 240 0 0 0;0;240;0 240 0 0 0;262144
18;3;30;4;12;1 -16 1 0 0;1;-16;1 -16 1 0 0;262144
18;4;30;8;12;1 -16 1 0 0;1;-16;1 -16 1 0 0;262144
18;4;30;8;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;4;30;8;12;0 272 0 0 0;0;272;0 272 0 0 0;262144
18;4;30;8;12;1 -17 1 0 0;1;-17;1 -17 1 0 0;262144
18;5;30;16;12;1 -17 1 0 0;1;-17;1 -17 1 0 0;262144
18;5;30;16;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;5;30;16;12;0 306 0 0 0;0;306;0 306 0 0 0;262144
18;5;30;16;12;1 -18 1 0 0;1;-18;1 -18 1 0 0;262144
18;6;30;32;12;1 -18 1 0 0;1;-18;1 -18 1 0 0;262144
18;6;30;32;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;6;30;32;12;0 342 0 0 0;0;342;0 342 0 0 0;262144
18;6;30;32;12;1 -19 1 0 0;1;-19;1 -19 1 0 0;262144
18;7;30;64;12;1 -19 1 0 0;1;-19;1 -19 1 0 0;262144
18;7;30;64;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;7;30;64;12;0 380 0 0 0;0;380;0 380 0 0 0;262144
18;7;30;64;12;1 -20 1 0 0;1;-20;1 -20 1 0 0;262144
18;8;30;128;12;1 -20 1 0 0;1;-20;1 -20 1 0 0;262144
18;8;30;128;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;8;30;128;12;0 420 0 0 0;0;420;0 420 0 0 0;262144
18;8;30;128;12;1 -21 1 0 0;1;-21;1 -21 1 0 0;262144
18;9;30;256;12;1 -21 1 0 0;1;-21;1 -21 1 0 0;262144
18;9;30;256;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;9;30;256;12;0 462 0 0 0;0;462;0 462 0 0 0;262144
18;9;30;256;12;1 -22 1 0 0;1;-22;1 -22 1 0 0;262144
18;10;30;512;12;1 -22 1 0 0;1;-22;1 -22 1 0 0;262144
18;10;30;512;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;10;30;512;12;0 506 0 0 0;0;506;0 506 0 0 0;262144
18;10;30;512;12;1 -23 1 0 0;1;-23;1 -23 1 0 0;262144
18;11;30;1024;12;1 -23 1 0 0;1;-23;1 -23 1 0 0;262144
18;11;30;1024;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;11;30;1024;12;0 552 0 0 0;0;552;0 552 0 0 0;262144
18;11;30;1024;12;1 -24 1 0 0;1;-24;1 -24 1 0 0;262144
18;12;30;2048;12;1 -24 1 0 0;1;-24;1 -24 1 0 0;262144
18;12;30;2048;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;12;30;2048;12;0 600 0 0 0;0;600;0 600 0 0 0;262144
18;12;30;2048;12;1 -25 1 0 0;1;-25;1 -25 1 0 0;262144
18;13;30;4096;12;1 -25 1 0 0;1;-25;1 -25 1 0 0;262144
18;13;30;4096;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;13;30;4096;12;0 650 0 0 0;0;650;0 650 0 0 0;262144
18;13;30;4096;12;1 -26 1 0 0;1;-26;1 -26 1 0 0;262144
18;14;30;8192;12;1 -26 1 0 0;1;-26;1 -26 1 0 0;262144
18;14;30;8192;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;14;30;8192;12;0 702 0 0 0;0;702;0 702 0 0 0;262144
18;14;30;8192;12;1 -27 1 0 0;1;-27;1 -27 1 0 0;262144
18;15;30;16384;12;1 -27 1 0 0;1;-27;1 -27 1 0 0;262144
18;15;30;16384;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;15;30;16384;12;0 756 0 0 0;0;756;0 756 0 0 0;262144
18;15;30;16384;12;1 -28 1 0 0;1;-28;1 -28 1 0 0;262144
18;16;30;32768;12;1 -28 1 0 0;1;-28;1 -28 1 0 0;262144
18;16;30;32768;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;16;30;32768;12;0 812 0 0 0;0;812;0 812 0 0 0;262144
18;16;30;32768;12;1 -29 1 0 0;1;-29;1 -29 1 0 0;262144
18;17;30;65536;12;1 -29 1 0 0;1;-29;1 -29 1 0 0;262144
18;17;30;65536;12;1 1 2 0 0;2;1;1 1 2 0 0;262144
18;17;30;65536;12;0 870 0 0 0;0;870;0 870 0 0 0;262144
18;17;30;65536;12;1 -30 1 0 0;1;-30;1 -30 1 0 0;262144
19;-1;30;1;1;0 20 -1 0 0;-1;20;0 20 -1 0 0;524288
19;0;30;1;11;1 -11 1 0 0;1;-11;1 -11 1 0 0;524288
19;0;30;1;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;0;30;1;11;0 132 0 0 0;0;132;0 132 0 0 0;524288
19;0;30;1;11;1 -12 1 0 0;1;-12;1 -12 1 0 0;524288
19;1;30;1;11;1 -12 1 0 0;1;-12;1 -12 1 0 0;524288
19;1;30;1;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;1;30;1;11;0 156 0 0 0;0;156;0 156 0 0 0;524288
19;1;30;1;11;1 -13 1 0 0;1;-13;1 -13 1 0 0;524288
19;2;30;2;11;1 -13 1 0 0;1;-13;1 -13 1 0 0;524288
19;2;30;2;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;2;30;2;11;0 182 0 0 0;0;182;0 182 0 0 0;524288
19;2;30;2;11;1 -14 1 0 0;1;-14;1 -14 1 0 0;524288
19;3;30;4;11;1 -14 1 0 0;1;-14;1 -14 1 0 0;524288
19;3;30;4;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;3;30;4;11;0 210 0 0 0;0;210;0 210 0 0 0;524288
19;3;30;4;11;1 -15 1 0 0;1;-15;1 -15 1 0 0;524288
19;4;30;8;11;1 -15 1 0 0;1;-15;1 -15 1 0 0;524288
19;4;30;8;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;4;30;8;11;0 240 0 0 0;0;240;0 240 0 0 0;524288
19;4;30;8;11;1 -16 1 0 0;1;-16;1 -16 1 0 0;524288
19;5;30;16;11;1 -16 1 0 0;1;-16;1 -16 1 0 0;524288
19;5;30;16;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;5;30;16;11;0 272 0 0 0;0;272;0 272 0 0 0;524288
19;5;30;16;11;1 -17 1 0 0;1;-17;1 -17 1 0 0;524288
19;6;30;32;11;1 -17 1 0 0;1;-17;1 -17 1 0 0;524288
19;6;30;32;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;6;30;32;11;0 306 0 0 0;0;306;0 306 0 0 0;524288
19;6;30;32;11;1 -18 1 0 0;1;-18;1 -18 1 0 0;524288
19;7;30;64;11;1 -18 1 0 0;1;-18;1 -18 1 0 0;524288
19;7;30;64;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;7;30;64;11;0 342 0 0 0;0;342;0 342 0 0 0;524288
19;7;30;64;11;1 -19 1 0 0;1;-19;1 -19 1 0 0;524288
19;8;30;128;11;1 -19 1 0 0;1;-19;1 -19 1 0 0;524288
19;8;30;128;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;8;30;128;11;0 380 0 0 0;0;380;0 380 0 0 0;524288
19;8;30;128;11;1 -20 1 0 0;1;-20;1 -20 1 0 0;524288
19;9;30;256;11;1 -20 1 0 0;1;-20;1 -20 1 0 0;524288
19;9;30;256;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;9;30;256;11;0 420 0 0 0;0;420;0 420 0 0 0;524288
19;9;30;256;11;1 -21 1 0 0;1;-21;1 -21 1 0 0;524288
19;10;30;512;11;1 -21 1 0 0;1;-21;1 -21 1 0 0;524288
19;10;30;512;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;10;30;512;11;0 462 0 0 0;0;462;0 462 0 0 0;524288
19;10;30;512;11;1 -22 1 0 0;1;-22;1 -22 1 0 0;524288
19;11;30;1024;11;1 -22 1 0 0;1;-22;1 -22 1 0 0;524288
19;11;30;1024;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;11;30;1024;11;0 506 0 0 0;0;506;0 506 0 0 0;524288
19;11;30;1024;11;1 -23 1 0 0;1;-23;1 -23 1 0 0;524288
19;12;30;2048;11;1 -23 1 0 0;1;-23;1 -23 1 0 0;524288
19;12;30;2048;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;12;30;2048;11;0 552 0 0 0;0;552;0 552 0 0 0;524288
19;12;30;2048;11;1 -24 1 0 0;1;-24;1 -24 1 0 0;524288
19;13;30;4096;11;1 -24 1 0 0;1;-24;1 -24 1 0 0;524288
19;13;30;4096;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;13;30;4096;11;0 600 0 0 0;0;600;0 600 0 0 0;524288
19;13;30;4096;11;1 -25 1 0 0;1;-25;1 -25 1 0 0;524288
19;14;30;8192;11;1 -25 1 0 0;1;-25;1 -25 1 0 0;524288
19;14;30;8192;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;14;30;8192;11;0 650 0 0 0;0;650;0 650 0 0 0;524288
19;14;30;8192;11;1 -26 1 0 0;1;-26;1 -26 1 0 0;524288
19;15;30;16384;11;1 -26 1 0 0;1;-26;1 -26 1 0 0;524288
19;15;30;16384;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;15;30;16384;11;0 702 0 0 0;0;702;0 702 0 0 0;524288
19;15;30;16384;11;1 -27 1 0 0;1;-27;1 -27 1 0 0;524288
19;16;30;32768;11;1 -27 1 0 0;1;-27;1 -27 1 0 0;524288
19;16;30;32768;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;16;30;32768;11;0 756 0 0 0;0;756;0 756 0 0 0;524288
19;16;30;32768;11;1 -28 1 0 0;1;-28;1 -28 1 0 0;524288
19;17;30;65536;11;1 -28 1 0 0;1;-28;1 -28 1 0 0;524288
19;17;30;65536;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;17;30;65536;11;0 812 0 0 0;0;812;0 812 0 0 0;524288
19;17;30;65536;11;1 -29 1 0 0;1;-29;1 -29 1 0 0;524288
19;18;30;131072;11;1 -29 1 0 0;1;-29;1 -29 1 0 0;524288
19;18;30;131072;11;1 1 2 0 0;2;1;1 1 2 0 0;524288
19;18;30;131072;11;0 870 0 0 0;0;870;0 870 0 0 0;524288
19;18;30;131072;11;1 -30 1 0 0;1;-30;1 -30 1 0 0;524288
20;-1;30;1;1;0 21 -1 0 0;-1;21;0 21 -1 0 0;1048576
20;0;30;1;10;1 -10 1 0 0;1;-10;1 -10 1 0 0;1048576
20;0;30;1;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;0;30;1;10;0 110 0 0 0;0;110;0 110 0 0 0;1048576
20;0;30;1;10;1 -11 1 0 0;1;-11;1 -11 1 0 0;1048576
20;1;30;1;10;1 -11 1 0 0;1;-11;1 -11 1 0 0;1048576
20;1;30;1;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;1;30;1;10;0 132 0 0 0;0;132;0 132 0 0 0;1048576
20;1;30;1;10;1 -12 1 0 0;1;-12;1 -12 1 0 0;1048576
20;2;30;2;10;1 -12 1 0 0;1;-12;1 -12 1 0 0;1048576
20;2;30;2;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;2;30;2;10;0 156 0 0 0;0;156;0 156 0 0 0;1048576
20;2;30;2;10;1 -13 1 0 0;1;-13;1 -13 1 0 0;1048576
20;3;30;4;10;1 -13 1 0 0;1;-13;1 -13 1 0 0;1048576
20;3;30;4;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;3;30;4;10;0 182 0 0 0;0;182;0 182 0 0 0;1048576
20;3;30;4;10;1 -14 1 0 0;1;-14;1 -14 1 0 0;1048576
20;4;30;8;10;1 -14 1 0 0;1;-14;1 -14 1 0 0;1048576
20;4;30;8;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;4;30;8;10;0 210 0 0 0;0;210;0 210 0 0 0;1048576
20;4;30;8;10;1 -15 1 0 0;1;-15;1 -15 1 0 0;1048576
20;5;30;16;10;1 -15 1 0 0;1;-15;1 -15 1 0 0;1048576
20;5;30;16;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;5;30;16;10;0 240 0 0 0;0;240;0 240 0 0 0;1048576
20;5;30;16;10;1 -16 1 0 0;1;-16;1 -16 1 0 0;1048576
20;6;30;32;10;1 -16 1 0 0;1;-16;1 -16 1 0 0;1048576
20;6;30;32;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;6;30;32;10;0 272 0 0 0;0;272;0 272 0 0 0;1048576
20;6;30;32;10;1 -17 1 0 0;1;-17;1 -17 1 0 0;1048576
20;7;30;64;10;1 -17 1 0 0;1;-17;1 -17 1 0 0;1048576
20;7;30;64;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;7;30;64;10;0 306 0 0 0;0;306;0 306 0 0 0;1048576
20;7;30;64;10;1 -18 1 0 0;1;-18;1 -18 1 0 0;1048576
20;8;30;128;10;1 -18 1 0 0;1;-18;1 -18 1 0 0;1048576
20;8;30;128;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;8;30;128;10;0 342 0 0 0;0;342;0 342 0 0 0;1048576
20;8;30;128;10;1 -19 1 0 0;1;-19;1 -19 1 0 0;1048576
20;9;30;256;10;1 -19 1 0 0;1;-19;1 -19 1 0 0;1048576
20;9;30;256;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;9;30;256;10;0 380 0 0 0;0;380;0 380 0 0 0;1048576
20;9;30;256;10;1 -20 1 0 0;1;-20;1 -20 1 0 0;1048576
20;10;30;512;10;1 -20 1 0 0;1;-20;1 -20 1 0 0;1048576
20;10;30;512;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;10;30;512;10;0 420 0 0 0;0;420;0 420 0 0 0;1048576
20;10;30;512;10;1 -21 1 0 0;1;-21;1 -21 1 0 0;1048576
20;11;30;1024;10;1 -21 1 0 0;1;-21;1 -21 1 0 0;1048576
20;11;30;1024;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;11;30;1024;10;0 462 0 0 0;0;462;0 462 0 0 0;1048576
20;11;30;1024;10;1 -22 1 0 0;1;-22;1 -22 1 0 0;1048576
20;12;30;2048;10;1 -22 1 0 0;1;-22;1 -22 1 0 0;1048576
20;12;30;2048;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;12;30;2048;10;0 506 0 0 0;0;506;0 506 0 0 0;1048576
20;12;30;2048;10;1 -23 1 0 0;1;-23;1 -23 1 0 0;1048576
20;13;30;4096;10;1 -23 1 0 0;1;-23;1 -23 1 0 0;1048576
20;13;30;4096;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;13;30;4096;10;0 552 0 0 0;0;552;0 552 0 0 0;1048576
20;13;30;4096;10;1 -24 1 0 0;1;-24;1 -24 1 0 0;1048576
20;14;30;8192;10;1 -24 1 0 0;1;-24;1 -24 1 0 0;1048576
20;14;30;8192;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;14;30;8192;10;0 600 0 0 0;0;600;0 600 0 0 0;1048576
20;14;30;8192;10;1 -25 1 0 0;1;-25;1 -25 1 0 0;1048576
20;15;30;16384;10;1 -25 1 0 0;1;-25;1 -25 1 0 0;1048576
20;15;30;16384;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
20;15;30;16384;10;0 650 0 0 0;0;650;0 650 0 0 0;1048576
20;15;30;16384;10;1 -26 1 0 0;1;-26;1 -26 1 0 0;1048576
20;16;30;32768;10;1 -26 1 0 0;1;-26;1 -26 1 0 0;1048576
20;16;30;32768;10;1 1 2 0 0;2;1;1 1 2 0 0;1048576
